Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Crop_ID,Data_Type
119.0,90.0,48.0,28.66725136,79.59242542,5.986442306,118.2583441,Banana,BANANA,Original
107.0,72.0,45.0,28.14938935,81.54448882,5.790768046,91.40508414,Banana,BANANA,Original
116.0,81.0,55.0,26.42313317,83.6995044,5.915546415,95.12322062,Banana,BANANA,Original
101.0,75.0,50.0,26.59386409,81.40740301,6.242528278,109.9825551,Banana,BANANA,Original
93.0,81.0,50.0,27.71822477,76.57853189,6.036079266,102.2099836,Banana,BANANA,Original
95.0,75.0,45.0,28.98333432,82.95958244,5.829898502,109.022564,Banana,BANANA,Original
107.0,71.0,55.0,29.42017919,83.96754496,6.088064451,117.229079,Banana,BANANA,Original
83.0,94.0,47.0,27.39872329,81.10523402,6.469370954,112.1355384,Banana,BANANA,Original
102.0,73.0,54.0,26.4020227,84.41007614,5.720726906,111.0162259,Banana,BANANA,Original
86.0,79.0,45.0,27.81251452,82.69285419,5.80766417,99.20961514,Banana,BANANA,Original
117.0,86.0,53.0,25.19640218,83.55829874,5.703381728,115.8586081,Banana,BANANA,Original
111.0,79.0,53.0,28.31193338,75.77363772,6.165001278,119.695765,Banana,BANANA,Original
95.0,74.0,50.0,25.90113128,80.47152737,6.002481605,110.10323,Banana,BANANA,Original
91.0,75.0,55.0,27.48612983,76.11239849,6.212369363,109.2768851,Banana,BANANA,Original
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,Banana,BANANA,Original
92.0,85.0,51.0,29.22118628,81.08183635,5.740764682,108.8616474,Banana,BANANA,Original
104.0,80.0,54.0,27.09062164,81.33506906,5.879119455,110.1331182,Banana,BANANA,Original
103.0,72.0,51.0,26.12643374,81.81365007,6.099478745,104.4812858,Banana,BANANA,Original
92.0,75.0,45.0,29.01207743,77.95192527,5.674403359,90.43495443,Banana,BANANA,Original
93.0,85.0,49.0,27.96799119,79.28625709,5.694243847,119.4765557,Banana,BANANA,Original
120.0,87.0,52.0,28.0764455,76.05522115,5.905494703,118.9923573,Banana,BANANA,Original
108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,Banana,BANANA,Original
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,Banana,BANANA,Original
98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,Banana,BANANA,Original
111.0,88.0,55.0,29.44795403,78.34971537,5.505393833,96.45042585,Banana,BANANA,Original
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902,113.1161095,Banana,BANANA,Original
95.0,82.0,48.0,27.39489579,83.31172003,5.719014989,92.78133617,Banana,BANANA,Original
89.0,91.0,55.0,25.08347445,80.261731,6.275572298,94.32961456,Banana,BANANA,Original
89.0,85.0,55.0,26.6719835,76.48541655,6.275384607,91.73358569,Banana,BANANA,Original
118.0,88.0,51.0,25.44926208,79.49221962,6.201911642,100.6619171,Banana,BANANA,Original
101.0,92.0,45.0,28.22776705,80.6430384,5.758054257,98.00403016,Banana,BANANA,Original
99.0,92.0,47.0,28.1279509,77.48247073,6.323933647,103.5045395,Banana,BANANA,Original
82.0,77.0,46.0,28.9470467,82.1888998,5.901100841,95.83016448,Banana,BANANA,Original
90.0,86.0,55.0,27.96236771,84.15403614,5.644486582,97.55986676,Banana,BANANA,Original
95.0,88.0,52.0,28.00316034,78.90085998,6.235461772,94.68180316,Banana,BANANA,Original
104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,Banana,BANANA,Original
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,Banana,BANANA,Original
100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,Banana,BANANA,Original
94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,Banana,BANANA,Original
99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,Banana,BANANA,Original
112.0,87.0,48.0,27.19711623,77.3970629,6.200111068,99.46950465,Banana,BANANA,Original
117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,Banana,BANANA,Original
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,Banana,BANANA,Original
113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,Banana,BANANA,Original
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,Banana,BANANA,Original
85.0,89.0,51.0,29.21144871,84.70189923,6.158164422,108.5501443,Banana,BANANA,Original
108.0,94.0,47.0,27.35911627,84.54625006,6.387431383,90.81250457,Banana,BANANA,Original
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,Banana,BANANA,Original
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,Banana,BANANA,Original
82.0,75.0,55.0,27.34585147,78.4873835,6.281069505,92.15524332,Banana,BANANA,Original
117.0,81.0,53.0,29.50704598,78.20585613,5.507641778,98.12565829,Banana,BANANA,Original
133.0,47.0,24.0,24.40228894,79.19732001,7.231324765,90.8022356,Cotton,COTTON,Original
136.0,36.0,20.0,23.09595631,84.86275707,6.925412377,71.29581071,Cotton,COTTON,Original
104.0,47.0,18.0,23.9656349,76.97696717,7.633437412,90.75616738,Cotton,COTTON,Original
133.0,47.0,23.0,24.88738107,75.62137159,6.827354668,89.76050416,Cotton,COTTON,Original
126.0,38.0,23.0,25.36243778,83.63276077,6.176716425,88.43618918,Cotton,COTTON,Original
126.0,50.0,19.0,24.69457084,81.7358876,6.628722836,78.58494391,Cotton,COTTON,Original
113.0,41.0,20.0,25.0017188,80.53965818,7.256877571,96.32600992,Cotton,COTTON,Original
121.0,45.0,22.0,22.45942937,81.30681027,6.443785385,64.23026638,Cotton,COTTON,Original
121.0,47.0,16.0,23.60564038,79.29573149,7.723240151,72.49800885,Cotton,COTTON,Original
129.0,60.0,22.0,24.58453146,79.12404171,5.947448589,71.94608134,Cotton,COTTON,Original
107.0,45.0,25.0,23.0865933,83.55546146,7.227745516,71.84080724,Cotton,COTTON,Original
122.0,59.0,18.0,23.5000992,83.63488952,6.219469084,79.81328183,Cotton,COTTON,Original
140.0,38.0,15.0,24.1472953,75.88298598,6.021439523,69.91563467,Cotton,COTTON,Original
102.0,49.0,21.0,24.69315538,84.84422454,6.253343655,89.799462,Cotton,COTTON,Original
111.0,40.0,25.0,24.484692,84.44932014,6.187455799,90.94342484,Cotton,COTTON,Original
131.0,35.0,18.0,24.49112609,82.24415809,7.057693366,64.02949379,Cotton,COTTON,Original
135.0,43.0,16.0,23.47986888,81.73049149,6.720449769,86.76287924,Cotton,COTTON,Original
100.0,46.0,18.0,24.18586246,76.04203958,6.431689506,69.08056728,Cotton,COTTON,Original
123.0,39.0,24.0,25.00755095,78.17952126,7.453106264,86.06411872,Cotton,COTTON,Original
117.0,56.0,15.0,25.99237426,77.0543546,7.368258226,89.1188212,Cotton,COTTON,Original
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887,99.36898373,Cotton,COTTON,Original
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699,78.59595817,Cotton,COTTON,Original
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795,86.00758678,Cotton,COTTON,Original
100.0,41.0,22.0,22.4204752,84.55794703,7.318802162,93.46595573,Cotton,COTTON,Original
125.0,39.0,21.0,25.03149561,82.21276599,7.954629324,95.0191318,Cotton,COTTON,Original
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,87.54004943,Cotton,COTTON,Original
102.0,46.0,19.0,22.77076388,82.5993307,6.631005298,81.49543437,Cotton,COTTON,Original
131.0,49.0,22.0,25.49848236,79.9751579,7.306918817,67.05961949,Cotton,COTTON,Original
139.0,35.0,15.0,25.248679,83.4630147,5.898293044,86.55517751,Cotton,COTTON,Original
108.0,36.0,19.0,22.78249615,77.51235009,7.238566893,64.61444234,Cotton,COTTON,Original
118.0,45.0,23.0,23.37044424,77.43198948,7.977651226,71.67870701,Cotton,COTTON,Original
107.0,51.0,22.0,24.86560781,78.22080815,5.983075895,79.56866268,Cotton,COTTON,Original
125.0,60.0,17.0,24.14386157,84.51591287,6.785723961,80.36146974,Cotton,COTTON,Original
113.0,37.0,20.0,25.03300222,79.04368718,7.393441155,97.10087029,Cotton,COTTON,Original
131.0,52.0,16.0,23.65724079,84.47601498,6.486068274,88.54479121,Cotton,COTTON,Original
115.0,48.0,16.0,25.54359718,84.09229796,7.175934962,88.94245493,Cotton,COTTON,Original
113.0,38.0,25.0,22.00085141,79.47270984,7.388265888,90.42224164,Cotton,COTTON,Original
111.0,41.0,18.0,23.64328417,78.1258666,6.10539819,80.96157332,Cotton,COTTON,Original
111.0,53.0,19.0,23.96436009,78.02763149,6.419536555,84.63148859,Cotton,COTTON,Original
122.0,48.0,16.0,24.65425757,75.6350708,6.307585854,61.82980133,Cotton,COTTON,Original
108.0,46.0,17.0,24.3017998,84.87668973,6.93221485,65.0247867,Cotton,COTTON,Original
132.0,41.0,22.0,24.29144926,81.02453404,7.810865753,90.41694635,Cotton,COTTON,Original
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661,81.05902285,Cotton,COTTON,Original
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,Cotton,COTTON,Original
127.0,37.0,18.0,24.87663664,76.30050373,7.041065585,91.9223468,Cotton,COTTON,Original
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456,75.13617229,Cotton,COTTON,Original
131.0,38.0,19.0,23.86814008,75.68339729,6.814341946,90.4547185,Cotton,COTTON,Original
108.0,38.0,24.0,23.41022496,76.43836957,7.442217061,78.82199603,Cotton,COTTON,Original
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957,80.03995829,Cotton,COTTON,Original
111.0,50.0,15.0,25.16820129,80.30351815,7.884550475,84.62419032,Cotton,COTTON,Original
140.0,40.0,17.0,22.72767171,77.07598065,6.006085786,77.55176318,Cotton,COTTON,Original
100.0,40.0,20.0,22.45145981,76.25674874,7.432043735,86.84998693,Cotton,COTTON,Original
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,Cotton,COTTON,Original
107.0,36.0,21.0,25.29250148,75.66653335,6.205263534,62.64174227,Cotton,COTTON,Original
118.0,50.0,19.0,22.95604064,82.33733678,6.360812227,66.48339303,Cotton,COTTON,Original
103.0,51.0,20.0,22.80213132,84.14668447,7.046607434,91.6389565,Cotton,COTTON,Original
133.0,57.0,19.0,23.54234715,75.98203329,7.947011366,84.12536744,Cotton,COTTON,Original
129.0,47.0,20.0,24.41212325,80.80343786,6.281913858,98.60457373,Cotton,COTTON,Original
116.0,52.0,19.0,22.94276687,75.37170612,6.114525877,67.08022574,Cotton,COTTON,Original
114.0,40.0,23.0,25.53676123,81.13668716,6.753978061,95.4262599,Cotton,COTTON,Original
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,Cotton,COTTON,Original
107.0,43.0,18.0,22.426733,81.53480799,6.745104394,65.54475812,Cotton,COTTON,Original
123.0,44.0,21.0,25.78544484,75.00539324,7.641116569,91.39578861,Cotton,COTTON,Original
112.0,49.0,25.0,25.68959532,77.90621048,6.470135478,66.19426787,Cotton,COTTON,Original
119.0,44.0,15.0,22.14593688,82.8597549,7.091992365,60.65381719,Cotton,COTTON,Original
130.0,59.0,19.0,25.07278712,82.50257909,6.520403794,93.51042684,Cotton,COTTON,Original
127.0,53.0,24.0,22.21506982,76.17851932,6.127939628,70.40557612,Cotton,COTTON,Original
134.0,52.0,18.0,23.9643129,76.59175937,7.994679507,76.13090645,Cotton,COTTON,Original
109.0,36.0,18.0,25.40059227,76.53237965,7.524707577,62.5138867,Cotton,COTTON,Original
100.0,48.0,17.0,23.7805123,83.03878838,7.827877818,66.26555904,Cotton,COTTON,Original
132.0,52.0,19.0,24.16402322,76.7433897,6.436691764,61.94626051,Cotton,COTTON,Original
102.0,37.0,25.0,25.31468463,77.91757121,5.907930899,72.82902109,Cotton,COTTON,Original
111.0,39.0,22.0,22.60361557,80.3509046,6.135025006,88.57395505,Cotton,COTTON,Original
117.0,51.0,15.0,22.9535715,78.71555832,6.044556594,99.75336197,Cotton,COTTON,Original
136.0,36.0,24.0,22.74446976,80.41198458,7.59781958,90.07326633,Cotton,COTTON,Original
134.0,56.0,18.0,23.80834611,83.91902605,6.691268104,70.97358303,Cotton,COTTON,Original
112.0,54.0,15.0,25.46228792,81.56641891,6.175492306,76.88582484,Cotton,COTTON,Original
105.0,56.0,15.0,25.96779712,81.97904282,7.272316209,74.14169043,Cotton,COTTON,Original
140.0,45.0,15.0,25.5308271,80.04662756,5.801047545,99.39557151,Cotton,COTTON,Original
126.0,46.0,25.0,24.43847399,81.69801729,6.757457943,60.79645852,Cotton,COTTON,Original
106.0,49.0,24.0,23.03887865,76.47039772,6.983395573,90.64770699,Cotton,COTTON,Original
121.0,53.0,19.0,23.51308653,76.72621429,7.976889498,80.11272117,Cotton,COTTON,Original
108.0,60.0,17.0,22.75805656,76.75768356,6.558902588,97.76600619,Cotton,COTTON,Original
116.0,56.0,17.0,24.71252544,77.7293114,7.979090365,85.24963302,Cotton,COTTON,Original
100.0,52.0,19.0,23.45969093,82.44777468,7.903528673,93.50153555,Cotton,COTTON,Original
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,78.58488484,Cotton,COTTON,Original
118.0,44.0,23.0,22.08458267,82.82904143,6.691690476,67.06459777,Cotton,COTTON,Original
117.0,43.0,25.0,24.68854799,78.51206972,7.839849298,69.31153566,Cotton,COTTON,Original
126.0,37.0,21.0,25.84997269,84.16855231,6.61448588,77.03421249,Cotton,COTTON,Original
120.0,48.0,16.0,22.46054478,75.40989245,7.456971816,71.85436078,Cotton,COTTON,Original
102.0,45.0,16.0,23.65629976,77.52425987,7.2942193,74.8984994,Cotton,COTTON,Original
131.0,56.0,20.0,22.00817088,81.83896111,7.762647875,92.23645249,Cotton,COTTON,Original
114.0,40.0,17.0,24.32630461,80.13456404,6.363406102,69.45072055,Cotton,COTTON,Original
101.0,37.0,18.0,22.92360984,82.68738535,7.63737841,92.91915074,Cotton,COTTON,Original
106.0,46.0,20.0,23.43821725,78.63388824,6.200671976,81.15072105,Cotton,COTTON,Original
113.0,38.0,20.0,22.10718988,78.58320116,6.364729934,74.94136567,Cotton,COTTON,Original
102.0,53.0,21.0,23.03814028,76.11021529,6.913678684,91.49697481,Cotton,COTTON,Original
110.0,39.0,18.0,24.54795322,75.39752705,7.766259769,63.88079866,Cotton,COTTON,Original
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,76.63669195,Cotton,COTTON,Original
120.0,60.0,15.0,22.31871914,83.86129998,7.288377241,65.35747011,Cotton,COTTON,Original
22.07,32.9,26.22,30.74,53.5,6.62,875.18,Groundnut,GROUNDNUT,Synthetic_Augmentation
49.19,37.54,39.05,31.95,65.24,7.13,941.53,Groundnut,GROUNDNUT,Synthetic_Augmentation
49.38,27.41,42.49,23.02,64.59,7.41,707.64,Groundnut,GROUNDNUT,Synthetic_Augmentation
31.65,21.43,58.39,23.03,46.23,5.99,439.32,Groundnut,GROUNDNUT,Synthetic_Augmentation
32.76,40.64,32.5,22.51,48.35,6.27,436.32,Groundnut,GROUNDNUT,Synthetic_Augmentation
44.91,28.28,32.08,25.94,57.5,5.5,467.24,Groundnut,GROUNDNUT,Synthetic_Augmentation
53.14,20.05,40.33,26.9,54.99,6.36,868.35,Groundnut,GROUNDNUT,Synthetic_Augmentation
52.06,30.41,32.9,24.42,59.4,6.87,536.95,Groundnut,GROUNDNUT,Synthetic_Augmentation
26.54,57.22,21.94,26.61,66.35,5.8,428.42,Groundnut,GROUNDNUT,Synthetic_Augmentation
16.91,56.75,20.37,23.88,45.94,5.72,772.09,Groundnut,GROUNDNUT,Synthetic_Augmentation
22.08,42.77,43.61,30.49,45.14,7.21,771.47,Groundnut,GROUNDNUT,Synthetic_Augmentation
18.14,50.92,54.22,24.54,72.56,6.41,762.05,Groundnut,GROUNDNUT,Synthetic_Augmentation
59.23,34.46,52.53,25.18,68.98,6.7,529.81,Groundnut,GROUNDNUT,Synthetic_Augmentation
30.7,32.71,23.12,22.3,55.39,5.54,499.29,Groundnut,GROUNDNUT,Synthetic_Augmentation
46.26,48.32,49.54,25.17,71.7,6.69,475.62,Groundnut,GROUNDNUT,Synthetic_Augmentation
17.19,47.72,26.92,27.07,74.75,5.51,409.95,Groundnut,GROUNDNUT,Synthetic_Augmentation
59.65,43.39,25.08,30.97,71.41,6.57,773.08,Groundnut,GROUNDNUT,Synthetic_Augmentation
23.66,22.02,43.78,24.95,64.91,7.17,410.9,Groundnut,GROUNDNUT,Synthetic_Augmentation
39.79,29.25,54.96,24.54,63.32,6.61,637.7,Groundnut,GROUNDNUT,Synthetic_Augmentation
43.88,49.03,42.68,29.58,74.5,6.34,708.75,Groundnut,GROUNDNUT,Synthetic_Augmentation
10.62,51.84,40.81,26.08,47.82,7.28,637.0,Groundnut,GROUNDNUT,Synthetic_Augmentation
44.13,25.97,58.46,23.78,50.99,7.22,947.55,Groundnut,GROUNDNUT,Synthetic_Augmentation
20.61,38.79,49.34,30.78,56.37,6.53,845.03,Groundnut,GROUNDNUT,Synthetic_Augmentation
46.56,51.32,42.8,23.05,72.12,7.23,878.86,Groundnut,GROUNDNUT,Synthetic_Augmentation
14.99,28.18,49.74,22.23,74.38,6.25,831.59,Groundnut,GROUNDNUT,Synthetic_Augmentation
54.38,35.79,32.77,28.09,62.43,6.32,761.06,Groundnut,GROUNDNUT,Synthetic_Augmentation
56.77,38.71,27.87,25.77,56.82,5.76,497.72,Groundnut,GROUNDNUT,Synthetic_Augmentation
44.23,33.58,58.2,24.44,47.97,7.01,928.62,Groundnut,GROUNDNUT,Synthetic_Augmentation
23.91,28.08,27.43,27.22,59.05,6.02,427.1,Groundnut,GROUNDNUT,Synthetic_Augmentation
34.07,58.37,46.1,26.96,48.32,6.0,576.86,Groundnut,GROUNDNUT,Synthetic_Augmentation
48.24,55.07,56.07,31.85,74.47,7.41,443.09,Groundnut,GROUNDNUT,Synthetic_Augmentation
16.89,32.18,42.12,22.97,70.37,6.73,725.42,Groundnut,GROUNDNUT,Synthetic_Augmentation
18.27,30.13,26.41,30.52,62.53,6.97,577.62,Groundnut,GROUNDNUT,Synthetic_Augmentation
28.56,36.19,50.4,29.72,51.2,7.38,472.39,Groundnut,GROUNDNUT,Synthetic_Augmentation
54.81,24.02,30.58,30.46,50.38,6.33,669.92,Groundnut,GROUNDNUT,Synthetic_Augmentation
22.26,48.41,54.05,30.75,55.18,6.56,549.04,Groundnut,GROUNDNUT,Synthetic_Augmentation
22.24,26.45,57.6,30.88,68.32,6.54,694.36,Groundnut,GROUNDNUT,Synthetic_Augmentation
36.49,41.46,37.38,23.32,48.77,7.4,689.22,Groundnut,GROUNDNUT,Synthetic_Augmentation
57.66,26.54,42.18,24.08,52.6,5.56,471.37,Groundnut,GROUNDNUT,Synthetic_Augmentation
55.84,32.86,44.33,26.65,57.01,6.56,512.34,Groundnut,GROUNDNUT,Synthetic_Augmentation
59.43,52.73,49.66,26.69,49.59,7.34,604.83,Groundnut,GROUNDNUT,Synthetic_Augmentation
12.51,33.7,51.78,28.23,67.53,7.09,527.17,Groundnut,GROUNDNUT,Synthetic_Augmentation
56.19,37.52,45.56,22.02,74.8,6.06,437.24,Groundnut,GROUNDNUT,Synthetic_Augmentation
32.91,25.16,26.09,28.32,56.79,7.34,591.49,Groundnut,GROUNDNUT,Synthetic_Augmentation
46.31,38.44,46.4,28.0,59.18,7.4,605.63,Groundnut,GROUNDNUT,Synthetic_Augmentation
18.86,47.12,53.84,22.4,58.49,7.28,849.77,Groundnut,GROUNDNUT,Synthetic_Augmentation
59.59,41.26,46.4,25.02,73.43,6.23,843.11,Groundnut,GROUNDNUT,Synthetic_Augmentation
30.16,42.47,48.79,27.09,72.21,6.34,788.24,Groundnut,GROUNDNUT,Synthetic_Augmentation
27.12,36.33,37.6,23.26,47.75,6.83,793.31,Groundnut,GROUNDNUT,Synthetic_Augmentation
43.15,20.79,33.06,23.98,68.34,7.22,548.01,Groundnut,GROUNDNUT,Synthetic_Augmentation
43.39,25.17,31.01,23.39,53.51,6.85,946.2,Groundnut,GROUNDNUT,Synthetic_Augmentation
20.13,41.68,48.06,31.53,63.3,6.01,775.29,Groundnut,GROUNDNUT,Synthetic_Augmentation
26.02,59.05,35.99,28.85,45.7,6.3,925.06,Groundnut,GROUNDNUT,Synthetic_Augmentation
40.51,37.76,57.44,30.54,54.67,6.59,693.89,Groundnut,GROUNDNUT,Synthetic_Augmentation
41.61,33.36,29.77,31.13,72.72,7.19,986.92,Groundnut,GROUNDNUT,Synthetic_Augmentation
47.25,50.59,50.5,26.81,58.69,5.98,786.89,Groundnut,GROUNDNUT,Synthetic_Augmentation
24.47,30.31,43.44,26.1,51.57,7.13,916.34,Groundnut,GROUNDNUT,Synthetic_Augmentation
18.38,20.3,33.45,29.98,70.18,5.78,864.6,Groundnut,GROUNDNUT,Synthetic_Augmentation
15.79,35.6,59.94,23.93,49.62,6.35,771.8,Groundnut,GROUNDNUT,Synthetic_Augmentation
56.65,59.23,22.79,23.38,68.72,6.04,930.91,Groundnut,GROUNDNUT,Synthetic_Augmentation
43.17,24.47,53.3,23.76,57.7,6.6,700.46,Groundnut,GROUNDNUT,Synthetic_Augmentation
44.31,46.11,59.68,31.99,60.49,5.69,836.71,Groundnut,GROUNDNUT,Synthetic_Augmentation
58.83,32.73,38.45,26.25,46.54,6.84,612.0,Groundnut,GROUNDNUT,Synthetic_Augmentation
49.37,53.28,52.85,26.17,54.65,7.0,880.83,Groundnut,GROUNDNUT,Synthetic_Augmentation
34.56,55.72,25.76,30.79,47.88,5.81,720.3,Groundnut,GROUNDNUT,Synthetic_Augmentation
13.38,22.11,20.02,26.36,68.24,5.57,791.35,Groundnut,GROUNDNUT,Synthetic_Augmentation
51.16,26.72,25.87,30.61,69.69,6.58,891.52,Groundnut,GROUNDNUT,Synthetic_Augmentation
14.64,35.78,49.51,24.57,67.57,6.51,850.16,Groundnut,GROUNDNUT,Synthetic_Augmentation
33.23,34.72,28.77,24.08,67.54,5.74,451.59,Groundnut,GROUNDNUT,Synthetic_Augmentation
18.81,27.01,52.92,25.99,74.71,5.77,792.12,Groundnut,GROUNDNUT,Synthetic_Augmentation
32.44,35.72,55.0,31.76,71.19,5.88,532.48,Groundnut,GROUNDNUT,Synthetic_Augmentation
42.8,31.56,49.39,27.66,61.53,7.16,826.32,Groundnut,GROUNDNUT,Synthetic_Augmentation
11.33,21.98,44.06,26.86,52.81,6.34,854.75,Groundnut,GROUNDNUT,Synthetic_Augmentation
51.33,42.45,35.41,24.71,60.66,6.13,738.46,Groundnut,GROUNDNUT,Synthetic_Augmentation
43.83,22.64,20.04,24.12,71.84,6.79,503.18,Groundnut,GROUNDNUT,Synthetic_Augmentation
54.51,38.8,39.04,31.36,46.78,5.93,751.46,Groundnut,GROUNDNUT,Synthetic_Augmentation
