State_Name,District_Name,Crop_Year,Season,Crop,Area,Log_Area,Yield_tonnes_per_hectare,Log_Yield,Crop_ID,Data_Type
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Maize,86.7,4.473921899378137,1.1118800461361016,0.7475785678939689,MAIZE,Original
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,Banana,657.0,6.489204931325317,12.127853881278538,2.57473622341495,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Kharif,Rice,10695.8,9.277699910300456,2.954507376727314,1.3748560363763571,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Banana,1524.0,7.329749689041512,7.140419947506562,2.096841769286472,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Sugarcane,455.0,6.1224928095143865,30.24175824175824,3.4417556051341496,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif,Rice,10509.37,9.26011766781841,2.92697849633232,1.3678702997296757,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Banana,1530.0,7.333676395657684,7.554248366013072,2.146428044456047,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Sugarcane,268.0,5.594711379601839,10.7444776119403,2.463383139636862,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Kharif,Rice,10681.98,9.27640709981084,2.726054532961118,1.3153499078643285,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Banana,1912.1,7.556480241989336,9.086554050520371,2.311203254777199,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Sugarcane,145.26,4.985385859842805,10.7393638992152,2.462947630582392,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Kharif,Rice,8683.38,9.069281288677374,2.979367481326396,1.381122882376693,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Banana,1656.8,7.4132467011574255,6.187306856591018,1.97231653363594,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Sugarcane,128.02,4.859967431104096,19.123574441493517,3.001891985590404,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Kharif,Rice,921.87,6.827488379512832,2.7548786705283823,1.3230559732502325,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Banana,483.0,6.182084906716632,8.592132505175984,2.260943231764076,BANANA,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Sugarcane,53.5,3.9982007016691994,18.682242990654206,2.9797168582320146,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,Rice,1595.5,7.375569012154837,2.3741773738639926,1.2161515535374734,RICE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,Sugarcane,67.5,4.22683374526818,5.955555555555556,1.939540700769833,SUGARCANE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Groundnut,15.5,2.803360380906535,0.4903225806451612,0.3989925936025469,GROUNDNUT,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Maize,73.0,4.30406509320417,3.4657534246575343,1.4964379402183166,MAIZE,Original
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Banana,360.0,5.8888779583328805,15.325,2.792697675162495,BANANA,Original
Andhra Pradesh,ANANTAPUR,1997,Kharif,Cotton,7300.0,8.895766604056085,1.2876712328767124,0.827534371268364,COTTON,Original
Andhra Pradesh,ANANTAPUR,1997,Kharif,Groundnut,650800.0,13.385959190896214,0.3509526736324523,0.3008100277445288,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1997,Kharif,Maize,2800.0,7.937731775260109,1.75,1.01160091167848,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1997,Kharif,Rice,35600.0,10.480129006333248,2.117977528089888,1.1371845634543494,RICE,Original
Andhra Pradesh,ANANTAPUR,1997,Kharif,Sugarcane,700.0,6.55250788703459,104.14285714285714,4.655319969673563,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,1997,Rabi,Groundnut,20200.0,9.91348738711446,1.0742574257425743,0.729603222520933,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1997,Rabi,Maize,600.0,6.398594934535208,4.0,1.6094379124341005,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1997,Rabi,Rice,18000.0,9.798182590890704,2.0722222222222224,1.1224011506321243,RICE,Original
Andhra Pradesh,ANANTAPUR,1997,Rabi,Wheat,300.0,5.707110264748875,0.6666666666666666,0.5108256237659906,WHEAT,Original
Andhra Pradesh,ANANTAPUR,1998,Kharif,Cotton,14000.0,9.546884034617923,0.9214285714285714,0.6530689569925348,COTTON,Original
Andhra Pradesh,ANANTAPUR,1998,Kharif,Groundnut,755200.0,13.534739217965091,1.1490995762711864,0.7650489526833003,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1998,Kharif,Maize,3300.0,8.101980731853192,2.0303030303030303,1.1086626245216111,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1998,Kharif,Rice,38300.0,10.55323128448846,2.5274151436031334,1.260565348779553,RICE,Original
Andhra Pradesh,ANANTAPUR,1998,Rabi,Groundnut,25900.0,10.16203685698089,1.382239382239382,0.86804096220585,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1998,Rabi,Maize,300.0,5.707110264748875,5.333333333333333,1.8458266904983307,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1998,Rabi,Rice,26600.0,10.188704088048116,2.4022556390977443,1.224438634918227,RICE,Original
Andhra Pradesh,ANANTAPUR,1998,Rabi,Wheat,400.0,5.993961427306569,0.5,0.4054651081081644,WHEAT,Original
Andhra Pradesh,ANANTAPUR,1998,Whole Year,Sugarcane,700.0,6.55250788703459,94.14285714285714,4.555379521485076,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,1999,Kharif,Cotton,9453.0,9.15419321135318,1.1118163545964244,0.7475484087472694,COTTON,Original
Andhra Pradesh,ANANTAPUR,1999,Kharif,Groundnut,694865.0,13.451474300202117,0.3590006691947356,0.3067496275859094,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1999,Kharif,Maize,3358.0,8.119398589612294,2.840976771888029,1.3457267019328365,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1999,Kharif,Rice,37991.0,10.545130890228958,2.765970887841857,1.3260056999453522,RICE,Original
Andhra Pradesh,ANANTAPUR,1999,Rabi,Groundnut,21785.0,9.989022840642392,1.164011934817535,0.7719638761342461,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,1999,Rabi,Maize,455.0,6.1224928095143865,4.841758241758241,1.7650318203222402,MAIZE,Original
Andhra Pradesh,ANANTAPUR,1999,Rabi,Rice,20258.0,9.916354418242951,2.254368644486129,1.1799982920193124,RICE,Original
Andhra Pradesh,ANANTAPUR,1999,Rabi,Wheat,439.0,6.0867747269123065,0.6697038724373576,0.5126462888114801,WHEAT,Original
Andhra Pradesh,ANANTAPUR,1999,Whole Year,Sugarcane,884.0,6.785587645007929,94.03393665158372,4.554234055721249,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2000,Kharif,Cotton,12025.0,9.394826251599516,1.341205821205821,0.8506661048515459,COTTON,Original
Andhra Pradesh,ANANTAPUR,2000,Kharif,Groundnut,791559.0,13.58176096086284,1.1180000480065289,0.7504722698451866,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2000,Kharif,Maize,3475.0,8.153637486385282,2.604028776978417,1.2820523244474038,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2000,Kharif,Rice,39905.0,10.594281967512476,2.9490038842250343,1.3734633659011506,RICE,Original
Andhra Pradesh,ANANTAPUR,2000,Rabi,Groundnut,23048.0,10.045377663535744,1.0340159666782367,0.7100121474865299,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2000,Rabi,Maize,399.0,5.991464547107982,5.383458646616542,1.853710058089593,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2000,Rabi,Rice,22099.0,10.003332887505843,2.589981447124304,1.2781470345548849,RICE,Original
Andhra Pradesh,ANANTAPUR,2000,Rabi,Wheat,520.0,6.255750041753367,0.5711538461538461,0.4518102832845298,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2000,Whole Year,Banana,769.0,6.646390514847729,15.205461638491547,2.7853483235985235,BANANA,Original
Andhra Pradesh,ANANTAPUR,2000,Whole Year,Sugarcane,284.0,5.652489180268651,89.41901408450704,4.504454578074509,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2001,Kharif,Cotton,8552.0,9.054037377580782,1.0588166510757715,0.722131376521563,COTTON,Original
Andhra Pradesh,ANANTAPUR,2001,Kharif,Groundnut,758700.0,13.53936303936932,0.44,0.3646431135879092,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2001,Kharif,Maize,2667.0,7.889084407035514,2.673040869891264,1.301019893890044,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2001,Kharif,Rice,32878.0,10.400589435082308,2.907993186933512,1.3630239908150228,RICE,Original
Andhra Pradesh,ANANTAPUR,2001,Rabi,Groundnut,18773.0,9.840228212896935,1.554999200980131,0.9380519109276858,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2001,Rabi,Maize,447.0,6.104793232414985,6.472035794183445,2.011167491357177,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2001,Rabi,Rice,38119.0,10.548494357768138,2.857000445971825,1.3498897948526916,RICE,Original
Andhra Pradesh,ANANTAPUR,2001,Rabi,Wheat,307.0,5.730099782973574,0.6938110749185668,0.5269810639882758,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2001,Whole Year,Sugarcane,490.0,6.19644412779452,86.6734693877551,4.473619338078074,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2002,Kharif,Cotton,7638.0,8.94102198354136,0.9353233830845772,0.6602744355593705,COTTON,Original
Andhra Pradesh,ANANTAPUR,2002,Kharif,Groundnut,732262.0,13.503895018031876,0.3549999863436857,0.3038014442532034,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2002,Kharif,Maize,3541.0,8.17244681834278,0.9689353290031064,0.6774929545280077,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2002,Kharif,Rice,29066.0,10.277358789053114,2.2820133489300214,1.1884570599752953,RICE,Original
Andhra Pradesh,ANANTAPUR,2002,Rabi,Groundnut,17529.0,9.77166897791528,1.0640082149580694,0.7246498277267394,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2002,Rabi,Maize,1288.0,7.161622002939187,6.9355590062111805,2.0713537996647773,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2002,Rabi,Rice,10960.0,9.302098797215724,1.866970802919708,1.0532560030055362,RICE,Original
Andhra Pradesh,ANANTAPUR,2002,Rabi,Wheat,362.0,5.8944028342648505,0.919889502762431,0.6522676337390211,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2002,Whole Year,Banana,19.0,2.995732273553991,52.94736842105263,3.988008912406068,BANANA,Original
Andhra Pradesh,ANANTAPUR,2002,Whole Year,Sugarcane,329.0,5.799092654460526,68.33130699088146,4.238896564513062,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2002,Whole Year,Tomato,3356.0,8.118802996980035,4.954410011918951,1.7841321234941925,TOMATO,Original
Andhra Pradesh,ANANTAPUR,2003,Kharif,Cotton,4212.0,8.345930261979017,1.0118708452041785,0.6990650579326384,COTTON,Original
Andhra Pradesh,ANANTAPUR,2003,Kharif,Groundnut,670935.0,13.41642903137505,0.2800002980914693,0.2468603108154591,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2003,Kharif,Maize,6246.0,8.73985662749357,1.7159782260646814,0.9991521927514576,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2003,Kharif,Rice,17515.0,9.770870027921289,2.563003140165572,1.270603767949601,RICE,Original
Andhra Pradesh,ANANTAPUR,2003,Kharif,Soybean,16.0,2.833213344056216,1.125,0.7537718023763802,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2003,Rabi,Groundnut,15060.0,9.619863900211849,1.3160026560424969,0.8398427065332763,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2003,Rabi,Maize,1212.0,7.10085190894405,5.59983498349835,1.887044646219562,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2003,Rabi,Rice,10826.0,9.289798293310898,2.3520229078145207,1.2095640166700288,RICE,Original
Andhra Pradesh,ANANTAPUR,2003,Whole Year,Banana,36.0,3.610917912644224,36.16666666666666,3.615412302232064,BANANA,Original
Andhra Pradesh,ANANTAPUR,2003,Whole Year,Sugarcane,454.0,6.12029741895095,71.33480176211454,4.281305365525016,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2003,Whole Year,Tomato,2827.0,7.947325027016463,6.193491333569154,1.9731766357356448,TOMATO,Original
Andhra Pradesh,ANANTAPUR,2004,Kharif,Cotton,8933.0,9.097619501912064,0.78820105227807,0.5812101157754952,COTTON,Original
Andhra Pradesh,ANANTAPUR,2004,Kharif,Groundnut,857823.0,13.662154229223304,0.798000286772446,0.5866750955446584,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2004,Kharif,Maize,3495.0,8.159374736775426,2.8701001430615163,1.3532803834669749,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2004,Kharif,Rice,24335.0,10.099712014499074,3.495007191288268,1.5029672677639652,RICE,Original
Andhra Pradesh,ANANTAPUR,2004,Kharif,Soybean,1131.0,7.0317412587631285,0.6109637488947833,0.4768326017037831,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2004,Rabi,Groundnut,14500.0,9.581972891547895,1.4990344827586206,0.9159044503805126,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2004,Rabi,Maize,3572.0,8.181160858023409,7.229003359462486,2.10766490887024,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2004,Rabi,Rice,9240.0,9.13140538388804,2.34004329004329,1.2059837679954202,RICE,Original
Andhra Pradesh,ANANTAPUR,2004,Whole Year,Banana,324.0,5.783825182329737,52.151234567901234,3.97314133251257,BANANA,Original
Andhra Pradesh,ANANTAPUR,2004,Whole Year,Sugarcane,400.0,5.993961427306569,85.18,4.456438132187692,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2005,Kharif,Cotton,3295.0,8.100464891029363,1.047040971168437,0.7163953217052487,COTTON,Original
Andhra Pradesh,ANANTAPUR,2005,Kharif,Groundnut,877029.0,13.684296478294913,0.4130000262249025,0.345715122262123,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2005,Kharif,Maize,5958.0,8.69265796074698,3.614971466935213,1.5293056852564422,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2005,Kharif,Rice,25008.0,10.126991039065883,2.797984644913628,1.334470569441855,RICE,Original
Andhra Pradesh,ANANTAPUR,2005,Kharif,Soybean,421.0,6.045005314036012,0.5510688836104513,0.4389442955940496,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2005,Rabi,Groundnut,22006.0,9.999115863549536,1.3519949104789604,0.8552638661220325,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2005,Rabi,Maize,1435.0,7.269616749608169,7.471080139372822,2.136658025842962,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2005,Rabi,Rice,23142.0,10.049447637979664,2.401996370235935,1.2243624270230522,RICE,Original
Andhra Pradesh,ANANTAPUR,2005,Rabi,Wheat,297.0,5.697093486505405,0.5892255892255892,0.4632468467828557,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2005,Whole Year,Banana,303.0,5.717027701406222,53.56765676567657,3.999441340303252,BANANA,Original
Andhra Pradesh,ANANTAPUR,2005,Whole Year,Sugarcane,227.0,5.429345628954441,90.80176211453744,4.519631492589687,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2006,Kharif,Cotton,1506.0,7.317876198626496,1.2881806108897742,0.827757008728036,COTTON,Original
Andhra Pradesh,ANANTAPUR,2006,Kharif,Maize,4877.0,8.492490578775866,4.137994668853803,1.6366628610954457,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2006,Kharif,Rice,22349.0,10.014581600041716,3.0170029978969977,1.3905361016793305,RICE,Original
Andhra Pradesh,ANANTAPUR,2006,Rabi,Groundnut,18104.0,9.803943422199742,1.048994697304463,0.7173492813102529,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2006,Rabi,Maize,3120.0,8.045908742270779,7.576923076923077,2.1490752334386367,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2006,Rabi,Rice,10846.0,9.291643823040218,2.9479992624008853,1.373208934742668,RICE,Original
Andhra Pradesh,ANANTAPUR,2006,Whole Year,Banana,289.0,5.66988092298052,48.93079584775087,3.910637963655484,BANANA,Original
Andhra Pradesh,ANANTAPUR,2006,Whole Year,Sugarcane,339.0,5.828945617610208,91.25958702064896,4.524606201863954,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2007,Kharif,Cotton,3000.0,8.006700845440367,0.6666666666666666,0.5108256237659906,COTTON,Original
Andhra Pradesh,ANANTAPUR,2007,Kharif,Groundnut,876000.0,13.683122511470389,1.2579908675799087,0.814475421246266,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2007,Kharif,Maize,7000.0,8.853808274977197,4.571428571428571,1.717651497074333,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2007,Kharif,Rice,30000.0,10.308985993422082,3.1666666666666665,1.4271163556401456,RICE,Original
Andhra Pradesh,ANANTAPUR,2007,Rabi,Groundnut,21000.0,9.952325334619427,1.3333333333333333,0.8472978603872036,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2007,Rabi,Maize,6000.0,8.699681400989514,8.0,2.19722457733622,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2007,Rabi,Rice,14000.0,9.546884034617923,2.642857142857143,1.292768303109067,RICE,Original
Andhra Pradesh,ANANTAPUR,2008,Kharif,Cotton,1611.0,7.385230923066573,0.7703289882060832,0.5711653983572121,COTTON,Original
Andhra Pradesh,ANANTAPUR,2008,Kharif,Maize,6041.0,8.706490361946617,3.459029961926833,1.494931245050177,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2008,Kharif,Rice,30306.0,10.319133987918043,3.1219890450735828,1.4163358247921454,RICE,Original
Andhra Pradesh,ANANTAPUR,2008,Kharif,Soybean,182.0,5.209486152841421,1.362637362637363,0.8597785216108128,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2008,Rabi,Groundnut,16879.0,9.733884768149949,1.4750281414775757,0.9062517662499824,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2008,Rabi,Maize,3658.0,8.204945165019208,8.829961727720066,2.2854350407354294,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2008,Rabi,Rice,18416.0,9.821029430095606,2.7049847958297133,1.309679155049944,RICE,Original
Andhra Pradesh,ANANTAPUR,2008,Rabi,Wheat,164.0,5.10594547390058,1.3231707317073171,0.8429329473025026,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Banana,3603.0,8.189799618728228,44.66805439911185,3.8213990250000194,BANANA,Original
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Sugarcane,131.0,4.882801922586371,93.93129770992368,4.553153447977493,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2009,Kharif,Cotton,2063.0,7.632401126601453,0.5942801745031507,0.4664223331178051,COTTON,Original
Andhra Pradesh,ANANTAPUR,2009,Kharif,Maize,8852.0,9.08851166361105,4.962042476276547,1.7854131197317664,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2009,Kharif,Rice,32226.0,10.380559889496729,3.1500031030844657,1.423109081973524,RICE,Original
Andhra Pradesh,ANANTAPUR,2009,Kharif,Soybean,24.0,3.218875824868201,0.8333333333333334,0.6061358035703156,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2009,Rabi,Groundnut,19507.0,9.878579916829944,1.4379966165991696,0.89117664328091,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2009,Rabi,Maize,4615.0,8.437283808187935,7.310075839653304,2.1174687351377828,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2009,Rabi,Rice,19428.0,9.874522074243114,2.4139901173563927,1.2278817296276938,RICE,Original
Andhra Pradesh,ANANTAPUR,2009,Rabi,Wheat,179.0,5.19295685089021,0.5418994413407822,0.433015059876395,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Banana,5010.0,8.519390774959724,53.09001996007984,3.990649694899349,BANANA,Original
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Sugarcane,112.0,4.727387818712341,89.0,4.499809670330265,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2010,Kharif,Cotton,4338.0,8.37539918579835,0.6862609497464269,0.522513622067405,COTTON,Original
Andhra Pradesh,ANANTAPUR,2010,Kharif,Groundnut,814077.0,13.60981146348976,0.5489996646508868,0.437609344940768,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2010,Kharif,Maize,10726.0,9.280519206597427,4.771023680775685,1.752849479129817,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2010,Kharif,Rice,34973.0,10.462360207273605,2.9167357675921424,1.3652585945559093,RICE,Original
Andhra Pradesh,ANANTAPUR,2010,Kharif,Soybean,1682.0,7.428333194190806,1.7039239001189062,0.9947040143375332,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2010,Rabi,Groundnut,19993.0,9.903187507527123,1.7039963987395588,0.9947308263527446,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2010,Rabi,Maize,4750.0,8.46611040118692,9.117052631578948,2.3142223795013104,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2010,Rabi,Rice,24828.0,10.119767603828937,2.794989527952312,1.3336816514109302,RICE,Original
Andhra Pradesh,ANANTAPUR,2010,Rabi,Wheat,131.0,4.882801922586371,1.3053435114503815,0.8352296941737182,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Banana,4416.0,8.393216011596527,50.685009057971016,3.945167779273814,BANANA,Original
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Potato,21.0,3.091042453358316,11.238095238095235,2.5045536471717966,POTATO,Original
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Sugarcane,235.0,5.4638318050256105,89.28085106382979,4.502925378841431,SUGARCANE,Original
Andhra Pradesh,ANANTAPUR,2011,Kharif,Cotton,19299.0,9.867860374892976,0.6253691901134774,0.4857349838930575,COTTON,Original
Andhra Pradesh,ANANTAPUR,2011,Kharif,Maize,25447.0,10.14439243342898,2.494007152120093,1.2510492586817483,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2011,Kharif,Rice,37720.0,10.537972247530655,2.5061240721102864,1.2545111743812376,RICE,Original
Andhra Pradesh,ANANTAPUR,2011,Kharif,Soybean,1656.0,7.412764017426562,1.615942028985507,0.9616242731756762,SOYBEAN,Original
Andhra Pradesh,ANANTAPUR,2011,Rabi,Groundnut,19876.0,9.897318563390598,1.64499899376132,0.9726706848796876,GROUNDNUT,Original
Andhra Pradesh,ANANTAPUR,2011,Rabi,Maize,6208.0,8.733755131364893,7.759020618556701,2.17008409716342,MAIZE,Original
Andhra Pradesh,ANANTAPUR,2011,Rabi,Rice,10948.0,9.301003406873424,2.333028863719401,1.2038814592699236,RICE,Original
Andhra Pradesh,ANANTAPUR,2011,Rabi,Wheat,75.0,4.330733340286331,1.3333333333333333,0.8472978603872036,WHEAT,Original
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Banana,8000.0,8.987321812850125,63.147,4.161177324574502,BANANA,Original
